time,z0,z1,zDot0,zDot1,chased,thHat00,thHat10,thHat20,thHat30,thHat01,thHat11,thHat21,thHat31,Sz0,Sz0,Sz1,Sz2,Sz3,
0.0083053,2.32652,-0.308263,0.000580397,0.00177677,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,3.8139e-20,4.08333e-06,0.529201,3.654e-06,
0.017132,2.32653,-0.308365,0.000676735,-0.000470856,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,3.81956e-20,4.17112e-06,0.529186,3.57809e-06,
0.0249194,2.32653,-0.308398,0.000498033,-0.00101502,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,3.57232e-20,4.03965e-06,0.529124,3.56301e-06,
0.0341822,2.32653,-0.308413,0.000327498,-0.00111055,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,2.16345e-20,3.53758e-06,0.528578,3.09235e-06,
0.0417105,2.32651,-0.308312,-1.55545e-05,0.000852269,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,2.17191e-20,3.54621e-06,0.528592,3.09216e-06,
0.0499507,2.32652,-0.308319,0.000222463,0.000591938,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,1.48456e-20,3.14885e-06,0.528094,2.82206e-06,
0.058259,2.32652,-0.308322,0.000216426,0.000430074,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,1.48442e-20,3.14858e-06,0.528094,2.82214e-06,
0.0665587,2.3265,-0.30827,-0.000258892,0.00133795,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,1.69245e-20,3.18708e-06,0.528253,2.99701e-06,
0.0753327,2.32634,-0.30868,-0.00332,-0.00670252,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,2.27073e-20,4.37076e-06,0.528374,2.54585e-06,
0.0838791,2.32644,-0.308457,-0.000772358,-0.00142712,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,2.30679e-20,4.39724e-06,0.528429,2.55481e-06,
0.0916526,2.32647,-0.308537,-0.000230303,-0.00267479,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,3.3632e-20,5.02855e-06,0.528727,2.73576e-06,
0.100317,2.32648,-0.308336,1.73668e-05,0.00155126,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,4.53127e-20,4.53871e-06,0.529045,3.57904e-06,
0.108584,2.32648,-0.308266,6.55728e-05,0.00263062,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,2.91226e-20,4.21563e-06,0.528672,3.03229e-06,
0.117244,2.32649,-0.308464,0.000169984,-0.0015462,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,3.25523e-20,3.73949e-06,0.528768,3.6349e-06,
0.125539,2.32649,-0.308312,0.000215136,0.00150873,1,0.1,-0.1,-0.1,0.1,0.1,0.1,-0.1,-0.1,3.27891e-20,3.75369e-06,0.528794,3.63716e-06,
