time,eta0,eta1,etaDot0,etaDot1,uHat0,uHat1,WcHat0,WcHat1,WcHat2,WcHat3,WcHat4,WcHat5,WcHat6,WaHat0,WaHat1,WaHat2,WaHat3,WaHat4,WaHat5,WaHat6,uWall0,uWall1,mud0,mud1,muhat0,muhat1,x0,x1,x2,x3,x4,x5,
0,2.27733,1.00542,-0.00827269,-0.00602849,0.000589795,-0.00886948,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0106125,-0.00342668,0.0205622,-0.00417482,-0.0199724,-0.00469466,4.00331,-0.812807,-4.40364,0.894088,4.27733,1.00542,
0.00864623,2.27749,1.00531,-0.00394033,-0.00711928,0.00058933,-0.00886919,0.210565,0.209663,0.208041,0.210467,0.211547,0.20965,0.209036,0.101193,0.101195,0.101197,0.101193,0.101192,0.101195,0.101196,0.00711387,-0.00253656,0.0205625,-0.00417504,-0.0199731,-0.00469415,4.00336,-0.81285,-4.4037,0.894135,4.27749,1.00531,
0.0167598,2.27735,1.00531,-0.00582362,-0.0059702,0.000596736,-0.00897497,0.220614,0.218851,0.215729,0.220464,0.222579,0.218866,0.217657,0.102425,0.102417,0.102402,0.102424,0.102433,0.102417,0.102411,0.00747445,-0.00323132,0.020807,-0.00422457,-0.0202102,-0.0047504,4.00331,-0.812818,-4.40346,0.894064,4.27717,1.00535,
0.0250233,2.27643,1.00613,-0.0220263,0.010141,0.000608297,-0.00908751,0.231288,0.228626,0.223896,0.23107,0.234283,0.22863,0.226817,0.103786,0.103758,0.103707,0.103783,0.103816,0.103757,0.103738,0.0200203,-0.0159123,0.021058,-0.00427552,-0.0204497,-0.00481199,4.0033,-0.812813,-4.40328,0.894023,4.27608,1.0062,
0.0333621,2.27704,1.00562,-0.00716384,-0.000989206,0.000613311,-0.00920457,0.24212,0.238536,0.232202,0.241847,0.246186,0.238532,0.236124,0.105273,0.105214,0.105108,0.105267,0.105339,0.105214,0.105173,0.013249,-0.0120687,0.0213342,-0.00433157,-0.0207209,-0.004873,4.00329,-0.812807,-4.4031,0.893982,4.27652,1.00572,
0.0417699,2.27718,1.00548,-0.00337742,-0.00350488,0.000621678,-0.00933426,0.252727,0.248231,0.240282,0.252357,0.257802,0.248216,0.245216,0.106889,0.106787,0.106606,0.106879,0.107002,0.106787,0.106718,0.00786093,-0.00885493,0.0216353,-0.00439288,-0.0210137,-0.00494138,4.00336,-0.812855,-4.403,0.893999,4.27649,1.00562,
0.050336,2.27715,1.00548,-0.00349381,-0.00278663,0.000630997,-0.00947498,0.263635,0.2582,0.248592,0.263145,0.269758,0.258177,0.254571,0.108647,0.108491,0.108214,0.108633,0.108822,0.108491,0.108386,0.00597408,-0.00835016,0.0219607,-0.00445881,-0.0213297,-0.00501618,4.00332,-0.812823,-4.40277,0.893926,4.27627,1.00566,
0.0583306,2.27716,1.00573,-0.00279484,0.00206914,0.000641065,-0.00962901,0.274081,0.267751,0.256543,0.273478,0.281199,0.267755,0.26352,0.110395,0.110178,0.109792,0.110376,0.110639,0.110177,0.110031,0.00477562,-0.0119942,0.022314,-0.00453048,-0.021673,-0.00509853,4.0033,-0.812813,-4.40256,0.893878,4.27609,1.00594,
0.066871,2.27705,1.00602,-0.00446729,0.00730428,0.000652049,-0.00978225,0.285402,0.278108,0.265173,0.284687,0.293588,0.278078,0.273201,0.11237,0.112077,0.111557,0.112343,0.112699,0.112077,0.11188,0.00562658,-0.0174712,0.0226646,-0.00460177,-0.0220125,-0.00518047,4.00336,-0.812849,-4.40244,0.893881,4.2758,1.00628,
0.0750617,2.27691,1.00633,-0.00626101,0.0119686,0.000664162,-0.00995474,0.29624,0.288014,0.273441,0.295428,0.305467,0.287984,0.282473,0.114376,0.114,0.113332,0.114341,0.114799,0.113999,0.113747,0.00731784,-0.0231867,0.0230595,-0.00468193,-0.0223954,-0.00527281,4.00336,-0.812849,-4.40225,0.893842,4.27547,1.00663,
0.083492,2.27665,1.00632,-0.010143,0.00986217,0.000676941,-0.0101277,0.307768,0.298548,0.282232,0.306871,0.318097,0.298529,0.292347,0.116549,0.116076,0.115238,0.116504,0.117079,0.116075,0.115758,0.0109242,-0.0237987,0.0234595,-0.00476301,-0.0227826,-0.00536469,4.00332,-0.812824,-4.40203,0.893776,4.27502,1.00665,
0.0917342,2.27661,1.00633,-0.00936397,0.00841543,0.000689628,-0.0103148,0.319307,0.309101,0.291033,0.318309,0.330754,0.309071,0.302263,0.118784,0.118207,0.117182,0.118728,0.119432,0.118205,0.117818,0.011663,-0.0230509,0.0238921,-0.0048507,-0.0232025,-0.0054641,4.00331,-0.812807,-4.40181,0.893717,4.27479,1.0067,
0.100073,2.27655,1.00619,-0.00915247,0.00465831,0.000702819,-0.0105063,0.331045,0.319827,0.299983,0.329954,0.343618,0.319816,0.312321,0.121158,0.120464,0.119232,0.12109,0.121937,0.120461,0.119996,0.0117749,-0.0200374,0.0243364,-0.00494084,-0.0236335,-0.00556545,4.0033,-0.812803,-4.40161,0.893672,4.27452,1.00661,
0.108505,2.27648,1.00627,-0.00900957,0.00530895,0.000716878,-0.0107105,0.343261,0.331011,0.309291,0.342021,0.357008,0.33098,0.322805,0.123671,0.122848,0.121387,0.123591,0.124594,0.122845,0.122294,0.0117243,-0.0195882,0.0248075,-0.00503644,-0.0240906,-0.0056741,4.0033,-0.812801,-4.4014,0.893629,4.27425,1.00672,
0.116696,2.27645,1.00605,-0.00804389,0.00047603,0.00073147,-0.0109248,0.355091,0.341814,0.318317,0.353772,0.369978,0.341791,0.332936,0.126229,0.125269,0.123566,0.126134,0.127305,0.125266,0.124624,0.0109487,-0.0158831,0.0253056,-0.00513751,-0.0245741,-0.0057873,4.0033,-0.812801,-4.40119,0.893587,4.27402,1.00655,
0.125452,2.27632,1.00583,-0.00917797,-0.00371729,0.000747135,-0.0111428,0.368042,0.353641,0.328231,0.366651,0.384211,0.353648,0.344036,0.129079,0.127962,0.125981,0.128968,0.13033,0.127958,0.127212,0.0115656,-0.011448,0.025812,-0.00524046,-0.0250649,-0.0059023,4.00333,-0.812839,-4.40102,0.893587,4.27368,1.00637,
0.133602,2.2762,1.00581,-0.0101143,-0.00363353,0.000764202,-0.0113862,0.380477,0.365012,0.337712,0.378983,0.397848,0.365036,0.354707,0.131848,0.130574,0.128315,0.131722,0.133277,0.13057,0.129719,0.0125192,-0.0100878,0.0263753,-0.00535463,-0.0256111,-0.00603154,4.00332,-0.812818,-4.40078,0.893517,4.27333,1.00639,
0.141668,2.27617,1.0058,-0.00912214,-0.00325146,0.00078023,-0.0116226,0.393038,0.376502,0.34726,0.391417,0.411585,0.376523,0.365469,0.134701,0.13326,0.130708,0.134558,0.136316,0.133257,0.132294,0.0121121,-0.0100719,0.0269221,-0.00546554,-0.0261419,-0.00615711,4.00331,-0.812809,-4.40056,0.893464,4.27309,1.00643,
0.150213,2.27608,1.00586,-0.00934792,-0.00160237,0.000797177,-0.0118665,0.406716,0.389016,0.35769,0.404992,0.42657,0.389041,0.377199,0.13784,0.136212,0.133328,0.137679,0.139665,0.136209,0.135121,0.0121588,-0.0115169,0.0274848,-0.00557971,-0.0266876,-0.00628675,4.00331,-0.812809,-4.40034,0.89342,4.27278,1.00653,
0.158503,2.27607,1.00585,-0.0080522,-0.00159029,0.000815371,-0.012135,0.419803,0.400967,0.367667,0.417996,0.440923,0.401016,0.388419,0.141013,0.139191,0.135964,0.140832,0.143055,0.139188,0.137971,0.011191,-0.0122614,0.0281035,-0.00570621,-0.0272881,-0.0064288,4.00333,-0.81295,-4.40012,0.893527,4.27254,1.00657,
0.166787,2.2759,1.00573,-0.00998037,-0.00350943,0.000835063,-0.0124042,0.433287,0.41328,0.377987,0.431412,0.455734,0.413337,0.399969,0.144299,0.142272,0.138683,0.144097,0.146569,0.14227,0.140915,0.0123363,-0.0112635,0.0287284,-0.00583263,-0.0278933,-0.00657155,4.00338,-0.812907,-4.39995,0.893432,4.27213,1.0065,
0.175122,2.27588,1.00571,-0.00892873,-0.00340366,0.000853814,-0.012683,0.447205,0.426001,0.388635,0.445246,0.471031,0.426082,0.411913,0.147723,0.14548,0.141507,0.147501,0.150238,0.145478,0.143978,0.0119493,-0.0112039,0.0293743,-0.00596307,-0.0285205,-0.0067199,4.00334,-0.812812,-4.39966,0.89328,4.27187,1.00652,
0.18347,2.2758,1.00568,-0.00902556,-0.00340971,0.000873893,-0.012974,0.461597,0.439156,0.399647,0.459558,0.48685,0.439253,0.424282,0.151276,0.148803,0.144426,0.151032,0.154047,0.148802,0.147149,0.0119036,-0.0113949,0.0300473,-0.00609962,-0.0291734,-0.00687439,4.00332,-0.812812,-4.3994,0.893229,4.27154,1.00654,
0.191678,2.27582,1.00566,-0.00715821,-0.00324009,0.000894099,-0.0132758,0.47605,0.452373,0.410689,0.473947,0.502701,0.452483,0.436681,0.154894,0.152184,0.14739,0.154628,0.157932,0.152184,0.150373,0.0104582,-0.0118297,0.0307449,-0.00624117,-0.0298508,-0.00703462,4.00332,-0.812812,-4.39915,0.893179,4.27132,1.00657,
0.200175,2.27571,1.00565,-0.00818323,-0.00295485,0.000915658,-0.013583,0.491314,0.466333,0.422343,0.489104,0.519454,0.466455,0.449794,0.158768,0.155801,0.150553,0.158479,0.162096,0.155802,0.15382,0.0107418,-0.0124447,0.031455,-0.00638522,-0.0305393,-0.00719776,4.00332,-0.81281,-4.3989,0.893125,4.27095,1.00661,
0.208347,2.27547,1.0057,-0.0112664,-0.00153173,0.000939585,-0.0139121,0.506359,0.4801,0.433839,0.504033,0.535962,0.480216,0.462695,0.162624,0.159397,0.153692,0.162312,0.166243,0.159399,0.157244,0.0132454,-0.0140283,0.0322148,-0.00653925,-0.0312752,-0.00737284,4.00332,-0.812795,-4.39863,0.893054,4.27045,1.00672,
0.21666,2.27495,1.00564,-0.0193374,-0.00248064,0.000965629,-0.0142387,0.521829,0.494233,0.445669,0.519445,0.552946,0.494402,0.475961,0.166677,0.163174,0.156982,0.16634,0.170608,0.163177,0.160838,0.0204213,-0.0141331,0.0329704,-0.00669259,-0.0320047,-0.00754614,4.00331,-0.812798,-4.39836,0.893005,4.26966,1.00671,
0.225191,2.27505,1.00535,-0.0142286,-0.00757876,0.000988316,-0.0145805,0.538042,0.509057,0.458057,0.535558,0.570735,0.50927,0.489846,0.170971,0.167172,0.160459,0.170608,0.175235,0.167177,0.16464,0.0191223,-0.010462,0.0337643,-0.00685397,-0.032776,-0.00772648,4.00333,-0.812837,-4.3981,0.892992,4.26949,1.00647,
