time,z0,z1,zDot0,zDot1,chased,thHat00,thHat10,thHat20,thHat30,thHat01,thHat11,thHat21,thHat31,Sz0,Sz0,Sz1,Sz2,Sz3,
0.00100229,1.49841,-0.565167,-0.00106238,0.00761157,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,3.0555e-27,2.00119e-18,0.163014,0.000835945,
0.00947547,1.49818,-0.566032,-0.00463952,-0.00783565,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,3.8544e-27,1.38522e-18,0.156878,0.000957882,
0.0180409,1.49803,-0.566199,-0.00671054,-0.00967342,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.07084e-27,2.71756e-18,0.171647,0.000588356,
0.0260249,1.49805,-0.566421,-0.00544779,-0.0123209,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.05587e-27,2.68037e-18,0.171477,0.000587555,
0.0344972,1.49812,-0.566535,-0.00322465,-0.0125125,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.55907e-27,2.00286e-18,0.163589,0.000794771,
0.043774,1.49843,-0.565152,0.00351106,0.0167462,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.02533e-27,5.00959e-18,0.177522,0.000612388,
0.0511777,1.49821,-0.566019,-0.000942391,-0.000975033,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.22514e-27,8.11792e-18,0.186092,0.000473848,
0.059428,1.49805,-0.566173,-0.00370952,-0.00366695,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.76121e-27,6.61682e-18,0.181703,0.000550486,
0.0675932,1.49841,-0.565022,0.00341081,0.0182517,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,3.09362e-27,1.06275e-17,0.186051,0.000577903,
0.0759079,1.49825,-0.566032,-1.78257e-05,-0.00352397,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.86848e-27,9.97977e-18,0.185264,0.000572462,
0.0844601,1.4986,-0.564968,0.00662857,0.0172376,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.70084e-27,1.51817e-17,0.191797,0.000511959,
0.0929781,1.49827,-0.565967,-0.000828522,-0.0044353,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,8.55049e-28,1.64186e-17,0.197339,0.000359307,
0.102697,1.49849,-0.564947,0.0037293,0.0165088,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,9.72679e-28,8.31902e-18,0.187626,0.000442633,
0.109502,1.49828,-0.566002,-0.0002727,-0.00356085,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.01798e-27,1.97931e-17,0.19937,0.000361162,
0.117743,1.49849,-0.564967,0.00359545,0.0158717,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.24249e-27,2.24818e-18,0.166213,0.00075337,
0.126159,1.49822,-0.565967,-0.00209354,-0.00536838,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.06591e-27,2.10659e-18,0.165469,0.000745076,
0.134462,1.49846,-0.564957,0.00284972,0.0143773,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,5.89686e-27,1.27022e-18,0.154497,0.0010998,
0.142838,1.49821,-0.565963,-0.00237923,-0.00676725,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,4.93091e-27,1.55593e-18,0.157839,0.00100463,
0.152491,1.49858,-0.564939,0.0053055,0.0146965,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,5.38398e-27,1.66461e-18,0.158577,0.00101701,
0.159475,1.49832,-0.566027,0.000262075,-0.00607003,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.07862e-27,4.19466e-18,0.175359,0.000645609,
0.167677,1.4985,-0.56497,0.00349851,0.0141882,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.63247e-27,6.01778e-18,0.181706,0.000558505,
0.176151,1.49829,-0.565999,-0.00105037,-0.00742961,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.01618e-27,5.81536e-18,0.182983,0.000491377,
0.186501,1.4985,-0.564954,0.00331636,0.0152343,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,7.26134e-27,1.81984e-18,0.158887,0.00108658,
0.192569,1.49822,-0.565952,-0.00165801,-0.00280644,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,6.6964e-27,1.70488e-18,0.158162,0.00107503,
0.200782,1.49846,-0.564956,0.00297846,0.0157044,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,4.21101e-27,1.75397e-18,0.161011,0.000951575,
0.211631,1.49827,-0.566063,-0.00147991,-0.0105141,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,5.49208e-27,1.33187e-18,0.155983,0.00107747,
0.217988,1.49814,-0.566282,-0.00351985,-0.0130755,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.08516e-27,1.19306e-18,0.159058,0.000858272,
0.225864,1.49843,-0.56508,0.00210134,0.0102094,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.29487e-27,1.29085e-18,0.159944,0.000869002,
0.2345,1.49827,-0.566093,-0.00125791,-0.0106215,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.54388e-27,4.9093e-19,0.148731,0.000952537,
0.242753,1.49813,-0.5663,-0.00373688,-0.0128614,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.58731e-27,3.39977e-19,0.144003,0.00103402,
0.251311,1.49808,-0.566473,-0.00405239,-0.0140526,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.93274e-27,2.46342e-19,0.137636,0.00129343,
0.263784,1.49798,-0.566359,-0.005092,-0.00792597,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.93864e-27,2.47971e-19,0.137719,0.00129264,
0.267511,1.49803,-0.566457,-0.00413108,-0.00887446,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,9.0873e-27,2.48409e-18,0.163556,0.00110252,
0.275994,1.49805,-0.566413,-0.00309473,-0.00676849,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,9.12478e-27,2.49143e-18,0.163589,0.0011032,
0.28443,1.49806,-0.5665,-0.00251329,-0.00732502,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.49693e-26,1.01365e-18,0.146947,0.00170815,
0.293484,1.49799,-0.566359,-0.00340719,-0.00330328,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.91572e-26,5.78491e-19,0.139169,0.00197817,
0.300849,1.49804,-0.566466,-0.00211439,-0.00478137,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.05809e-26,2.4844e-19,0.130173,0.00212022,
0.312718,1.49842,-0.565044,0.00654028,0.0261919,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.91175e-26,9.48143e-20,0.119184,0.00247501,
0.317971,1.49828,-0.566023,0.0038004,0.00864071,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.26274e-26,2.07946e-19,0.130545,0.00195599,
0.326977,1.49816,-0.56622,0.000837429,0.00354281,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,2.20142e-26,1.6943e-19,0.125844,0.00232823,
0.33462,1.49811,-0.566393,-7.23382e-05,-4.57999e-05,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.10563e-25,1.21529e-19,0.114716,0.00359156,
0.342753,1.49844,-0.565083,0.00588347,0.0241456,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,6.10828e-26,5.77309e-20,0.109197,0.00355792,
0.351059,1.4983,-0.566053,0.00233323,0.00215701,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,5.70588e-26,5.4018e-20,0.108601,0.00353237,
0.367721,1.49823,-0.565956,-5.65578e-05,0.000847265,1,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,1.31622e-25,2.96352e-20,0.0986259,0.00468327,
