time,eta0,eta1,etaDot0,etaDot1,uHat0,uHat1,WcHat0,WcHat1,WcHat2,WcHat3,WcHat4,WcHat5,WcHat6,WaHat0,WaHat1,WaHat2,WaHat3,WaHat4,WaHat5,WaHat6,uWall0,uWall1,mud0,mud1,muhat0,muhat1,x0,x1,x2,x3,x4,x5,
0,3.38732,0.8038,0.00153588,0.00370276,-0.009607,-0.016097,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.0100226,-0.0178181,-0.009607,-0.016097,0,0,3.80104,-0.0412897,1.01612,0.851283,0,0,
0.00810975,3.3873,0.803774,0.000944176,0.00266803,-0.00960603,-0.0160966,0.218154,0.217312,0.217089,0.217224,0.217022,0.217026,0.217021,0.100635,0.100636,0.100636,0.100636,0.100636,0.100636,0.100636,-0.00967422,-0.0171861,-0.00960603,-0.0160966,0,0,3.80114,-0.0412735,1.016,0.851239,0,0,
0.016483,3.38719,0.803699,-0.00136073,0.000838508,-0.0096655,-0.0161976,0.236478,0.234786,0.234344,0.234615,0.234206,0.234215,0.2342,0.101422,0.101417,0.101415,0.101415,0.101415,0.101415,0.101415,-0.00825747,-0.0159946,-0.0096655,-0.0161976,-7.27596e-12,0,3.80118,-0.0412851,1.01583,0.851177,0,0,
0.0248946,3.38725,0.8036,5.593e-05,-0.00114787,-0.00974183,-0.0163211,0.255294,0.252729,0.252061,0.252472,0.251853,0.251859,0.251843,0.102343,0.102326,0.102319,0.102322,0.10232,0.10232,0.10232,-0.00861127,-0.0144937,-0.00974183,-0.0163211,1.45519e-11,-5.82077e-11,3.80108,-0.0412975,1.01601,0.851092,0,0,
0.0334859,3.38711,0.803725,-0.00269195,0.00140407,-0.00982695,-0.0164702,0.274558,0.271098,0.270201,0.270754,0.26992,0.269916,0.269909,0.10342,0.103383,0.103371,0.103377,0.103371,0.103371,0.103371,-0.00720527,-0.0155018,-0.00982695,-0.0164702,5.09317e-11,-5.82077e-10,3.80116,-0.0413036,1.01577,0.851224,0,0,
0.0416066,3.38711,0.803758,-0.00219899,0.00180441,-0.00992824,-0.0166413,0.292623,0.288328,0.287223,0.287907,0.28686,0.286855,0.286854,0.104568,0.104507,0.104488,0.104498,0.104487,0.104487,0.104487,-0.00703521,-0.016197,-0.00992824,-0.0166413,2.91038e-11,-1.28057e-09,3.8012,-0.041312,1.01574,0.851267,0,0,
0.0498179,3.38722,0.803761,9.88119e-05,0.00157029,-0.0100372,-0.0168223,0.310817,0.305681,0.304369,0.305182,0.303922,0.303913,0.303921,0.105852,0.105761,0.105733,0.105748,0.10573,0.10573,0.10573,-0.00834929,-0.0164241,-0.0100372,-0.0168223,-5.82077e-11,-1.68802e-09,3.8012,-0.041312,1.01584,0.851269,0,0,
0.0585034,3.38734,0.803933,0.00242723,0.00458246,-0.01016,-0.0170275,0.330059,0.324034,0.322509,0.323459,0.321965,0.321967,0.321961,0.107339,0.10721,0.107172,0.107193,0.107166,0.107166,0.107166,-0.0102412,-0.0183626,-0.01016,-0.0170275,-1.16415e-10,-1.80444e-09,3.80109,-0.0413203,1.01609,0.851451,0,0,
0.0665014,3.38739,0.804094,0.00302095,0.00687421,-0.0102997,-0.017264,0.34828,0.341415,0.339693,0.340773,0.339053,0.339053,0.339049,0.108833,0.108663,0.108613,0.108641,0.108605,0.108605,0.108605,-0.0113551,-0.0205234,-0.0102997,-0.017264,-1.81899e-10,-1.22236e-09,3.8011,-0.0413131,1.01613,0.851604,0,0,
0.0751085,3.3874,0.804333,0.00267518,0.010257,-0.0104391,-0.0175049,0.367781,0.360017,0.35809,0.359307,0.35734,0.357344,0.357335,0.110568,0.110347,0.110284,0.110319,0.110272,0.110272,0.110271,-0.0116653,-0.0233957,-0.0104391,-0.0175049,-1.96451e-10,-1.39698e-09,3.80114,-0.0413754,1.01609,0.851915,0,0,
0.0833439,3.38721,0.804557,-0.00117485,0.0128565,-0.0105994,-0.0177801,0.386842,0.378197,0.376072,0.377426,0.375214,0.375222,0.37521,0.112356,0.11208,0.112002,0.112046,0.111986,0.111986,0.111986,-0.00966659,-0.0260951,-0.0105994,-0.01778,-2.11003e-10,-1.5134e-09,3.80106,-0.041377,1.01599,0.852141,0,0,
0.0917194,3.38712,0.804755,-0.00270161,0.0145352,-0.0107647,-0.0180632,0.406124,0.396589,0.394267,0.395759,0.393298,0.393298,0.393302,0.114301,0.113963,0.113869,0.113923,0.113849,0.113849,0.113848,-0.00813173,-0.0282244,-0.0107647,-0.0180632,-2.40107e-10,-1.92085e-09,3.80106,-0.041377,1.0159,0.852338,0,0,
0.100019,3.38713,0.805067,-0.00219539,0.0180968,-0.0109454,-0.0183752,0.425465,0.415038,0.412526,0.414157,0.411436,0.411441,0.41144,0.116354,0.115949,0.115838,0.115902,0.115811,0.115811,0.115811,-0.00799233,-0.0312316,-0.0109454,-0.0183752,-2.11003e-10,-2.56114e-09,3.80111,-0.0414204,1.01585,0.8527,0,0,
0.108524,3.38696,0.805274,-0.00502968,0.0190995,-0.011134,-0.0186997,0.44525,0.433912,0.43121,0.432981,0.429994,0.429995,0.43,0.118587,0.118107,0.117976,0.118053,0.117943,0.117943,0.117943,-0.00639776,-0.0331051,-0.011134,-0.0186997,-1.96451e-10,-2.2701e-09,3.80112,-0.0414275,1.01568,0.852915,0,0,
