time,eta0,eta1,etaDot0,etaDot1,uHat0,uHat1,WcHat0,WcHat1,WcHat2,WcHat3,WcHat4,WcHat5,WcHat6,WaHat0,WaHat1,WaHat2,WaHat3,WaHat4,WaHat5,WaHat6,uWall0,uWall1,mud0,mud1,muhat0,muhat1,x0,x1,x2,x3,x4,x5,
0,3.7772,0.733047,-0.00578628,0.0168559,-0.00414114,-0.00447702,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.00147122,-0.0191829,-0.00414114,-0.00447702,0,7.27596e-12,4.19646,-0.0332812,0.951269,0.77132,0,0,
0.00822286,3.77725,0.733139,-0.00402712,0.0159989,-0.00414135,-0.00447769,0.218732,0.217878,0.217353,0.217401,0.217579,0.217581,0.21758,0.100655,0.100655,0.100655,0.100655,0.100655,0.100655,0.100655,0.000399263,-0.0186651,-0.00414135,-0.00447769,0,0,4.19648,-0.0332898,0.951301,0.771422,0,0,
0.0165642,3.77702,0.733288,-0.00764438,0.0162825,-0.00416615,-0.00451169,0.237367,0.235664,0.234616,0.234712,0.235068,0.235072,0.235067,0.101455,0.101449,0.101445,0.101445,0.101447,0.101447,0.101447,0.00215002,-0.0186854,-0.00416615,-0.00451169,0,7.27596e-12,4.19688,-0.0337438,0.950612,0.772093,0,0,
0.0252239,3.77704,0.733223,-0.00604289,0.0123765,-0.00419855,-0.00454817,0.257252,0.254642,0.253038,0.253189,0.253733,0.253734,0.253729,0.102423,0.102404,0.102391,0.102393,0.102397,0.102397,0.102397,0.00181325,-0.0164678,-0.00419855,-0.00454817,1.09139e-11,-7.27596e-12,4.19702,-0.033905,0.95047,0.772214,0,0,
0.0333394,3.77693,0.733631,-0.00710592,0.0180656,-0.00423744,-0.00459386,0.275997,0.272529,0.270404,0.270605,0.271327,0.271323,0.27132,0.103467,0.103429,0.103405,0.103408,0.103416,0.103416,0.103416,0.00229286,-0.0189534,-0.00423744,-0.00459386,2.18279e-11,-2.91038e-11,4.19707,-0.0339555,0.950308,0.77268,0,0,
0.0417408,3.77699,0.733716,-0.00486346,0.016825,-0.00428007,-0.0046403,0.294981,0.290649,0.288,0.288248,0.289143,0.289139,0.289139,0.104681,0.104617,0.104577,0.104581,0.104595,0.104595,0.104595,0.00117245,-0.0191756,-0.00428007,-0.0046403,1.45519e-11,-6.54836e-11,4.19707,-0.0339555,0.950368,0.772765,0,0,
0.0499105,3.77683,0.733766,-0.00721687,0.0152065,-0.00432831,-0.00469331,0.31365,0.308466,0.305305,0.305599,0.306665,0.30666,0.306662,0.105991,0.105896,0.105837,0.105842,0.105863,0.105863,0.105863,0.00205632,-0.018359,-0.00432831,-0.00469331,-1.45519e-11,-6.54836e-11,4.19704,-0.033914,0.950225,0.772768,0,0,
0.0583679,3.77682,0.733941,-0.00623809,0.0160614,-0.00438101,-0.00475152,0.333002,0.326935,0.323247,0.32359,0.324827,0.324827,0.324825,0.107478,0.107344,0.107261,0.107269,0.107298,0.107298,0.107298,0.00179764,-0.0185859,-0.00438101,-0.00475152,-3.63798e-11,-8.73115e-11,4.19704,-0.033906,0.950216,0.772932,0,0,
0.0666333,3.7768,0.734096,-0.00557208,0.0164758,-0.00444055,-0.00481762,0.352252,0.345307,0.341097,0.341489,0.342892,0.342892,0.34289,0.109062,0.108884,0.108774,0.108785,0.108823,0.108823,0.108823,0.00129956,-0.0189445,-0.00444055,-0.00481762,-5.82077e-11,-6.54836e-11,4.19707,-0.0339516,0.950168,0.77314,0,0,
0.0747585,3.77679,0.734567,-0.00502869,0.0227218,-0.00450415,-0.00488937,0.37072,0.362935,0.358228,0.358661,0.360223,0.360224,0.360221,0.110747,0.11052,0.11038,0.110393,0.110442,0.110442,0.110442,0.000804233,-0.0227095,-0.00450415,-0.00488937,-6.54836e-11,-7.27596e-11,4.19705,-0.0339279,0.95018,0.773584,0,0,
0.0835277,3.77658,0.734531,-0.00811637,0.0182312,-0.00457042,-0.00496196,0.391135,0.382421,0.377165,0.377646,0.379381,0.379385,0.379381,0.112696,0.11241,0.112234,0.11225,0.112311,0.112311,0.112311,0.00231655,-0.0215454,-0.00457042,-0.00496196,-7.27596e-11,-8.00355e-11,4.19704,-0.0339092,0.949985,0.773526,0,0,
0.0917639,3.77643,0.734956,-0.00966823,0.0233644,-0.00464753,-0.00504928,0.410094,0.400519,0.394757,0.395281,0.397175,0.397176,0.397177,0.114661,0.114314,0.1141,0.11412,0.114193,0.114193,0.114193,0.00374236,-0.02413,-0.00464753,-0.00504928,-7.63976e-11,-1.01863e-10,4.19704,-0.0339103,0.94983,0.773953,0,0,
0.100252,3.77632,0.735142,-0.0102578,0.0231296,-0.00472529,-0.00513561,0.429648,0.419184,0.412905,0.413472,0.415524,0.415528,0.415528,0.116815,0.116397,0.116141,0.116165,0.116252,0.116252,0.116252,0.00455188,-0.024991,-0.00472529,-0.00513561,-7.27596e-11,-1.30967e-10,4.19704,-0.0339103,0.949717,0.774139,0,0,
0.108148,3.77623,0.735319,-0.0103783,0.0230231,-0.00481198,-0.00522803,0.447624,0.436346,0.429598,0.430201,0.432397,0.432399,0.4324,0.118939,0.118451,0.118152,0.11818,0.118281,0.118281,0.118281,0.00487574,-0.025295,-0.00481198,-0.00522803,-5.82077e-11,-1.23691e-10,4.19669,-0.0337505,0.950033,0.774132,0,0,
0.116568,3.77627,0.735368,-0.00794512,0.0203114,-0.00489725,-0.005317,0.467271,0.455102,0.447842,0.448486,0.450833,0.450837,0.450839,0.121323,0.120753,0.120405,0.120438,0.120555,0.120555,0.120555,0.00353158,-0.0238935,-0.00489725,-0.005317,-4.00178e-11,-1.23691e-10,4.19653,-0.033404,0.950261,0.773782,0,0,
0.125106,3.77591,0.735625,-0.013522,0.0219018,-0.00498997,-0.00542154,0.487385,0.474302,0.466523,0.467208,0.46971,0.469714,0.469716,0.12387,0.123212,0.122811,0.122848,0.122983,0.122983,0.122983,0.00618476,-0.0243651,-0.00498997,-0.00542154,-2.91038e-11,-1.09139e-10,4.19653,-0.033404,0.949897,0.77404,0,0,
0.133448,3.77598,0.735703,-0.0101326,0.0199443,-0.0050917,-0.00553081,0.506796,0.492833,0.484562,0.485285,0.487926,0.487933,0.487934,0.126488,0.125738,0.125281,0.125323,0.125476,0.125476,0.125476,0.00516652,-0.023462,-0.0050917,-0.00553081,7.27596e-12,-9.45874e-11,4.19647,-0.0332807,0.950037,0.773976,0,0,
0.141784,3.77568,0.735638,-0.0141473,0.0156217,-0.00519381,-0.00564233,0.52677,0.511902,0.503125,0.503888,0.506669,0.506681,0.506681,0.129228,0.128379,0.127864,0.127911,0.128083,0.128083,0.128083,0.00703916,-0.0206996,-0.00519381,-0.00564233,3.27418e-11,-8.00355e-11,4.19644,-0.0332213,0.949769,0.773842,0,0,
0.149841,3.77589,0.735676,-0.00810827,0.0140043,-0.00530212,-0.0057654,0.545977,0.53024,0.520983,0.521784,0.524694,0.524707,0.524707,0.131997,0.131049,0.130474,0.130526,0.130717,0.130717,0.130717,0.00417292,-0.0188251,-0.00530212,-0.0057654,7.63976e-11,-5.82077e-11,4.19682,-0.0336628,0.949547,0.774388,0,0,
0.158396,3.77577,0.73581,-0.00903708,0.0142625,-0.00541049,-0.00588751,0.566468,0.549801,0.54004,0.540882,0.543922,0.543939,0.54394,0.135062,0.134,0.133359,0.133417,0.133629,0.13363,0.13363,0.00358336,-0.0183599,-0.00541049,-0.00588751,1.30967e-10,-4.36557e-11,4.19697,-0.0338296,0.949257,0.774714,0,0,
0.166538,3.77577,0.735799,-0.00763193,0.0119158,-0.00553152,-0.00602013,0.586354,0.568785,0.55854,0.559418,0.562584,0.5626,0.562602,0.138103,0.136928,0.13622,0.136284,0.136517,0.136518,0.136518,0.00250269,-0.0169045,-0.00553152,-0.00602013,2.03727e-10,-5.82077e-11,4.19702,-0.0338989,0.949197,0.774783,0,0,
0.175139,3.77562,0.735887,-0.00927891,0.0116444,-0.00565074,-0.00615192,0.607014,0.588509,0.577769,0.578683,0.581973,0.581989,0.581991,0.141443,0.140143,0.139361,0.139431,0.139688,0.139688,0.139688,0.0029887,-0.0162905,-0.00565074,-0.00615192,2.94676e-10,-6.54836e-11,4.19704,-0.0339206,0.949022,0.774896,0,0,
0.183036,3.77564,0.735757,-0.00758475,0.00757722,-0.00578281,-0.00629442,0.626086,0.606717,0.595526,0.596474,0.599873,0.599887,0.599891,0.14463,0.143209,0.142356,0.142433,0.142711,0.142712,0.142712,0.00210993,-0.0137941,-0.00578281,-0.00629442,3.85626e-10,-5.82077e-11,4.19704,-0.033911,0.94904,0.774755,0,0,
