time,eta0,eta1,etaDot0,etaDot1,uHat0,uHat1,WcHat0,WcHat1,WcHat2,WcHat3,WcHat4,WcHat5,WcHat6,WaHat0,WaHat1,WaHat2,WaHat3,WaHat4,WaHat5,WaHat6,uWall0,uWall1,mud0,mud1,muhat0,muhat1,x0,x1,x2,x3,x4,x5,
0,1.84077,1.03919,0.0136695,0.00453609,0.00249955,-0.00844921,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.0133388,-0.0155648,0.0212684,-0.00337095,-0.0187689,-0.00507825,3.95661,-0.627104,-4.35227,0.689815,3.84077,1.03919,
0.0086224,1.84088,1.03931,0.0135497,0.00614305,0.00249929,-0.00845014,0.209119,0.20842,0.206885,0.209001,0.210012,0.208435,0.207834,0.101192,0.101193,0.101195,0.101192,0.10119,0.101193,0.101194,-0.0132395,-0.0168633,0.0212687,-0.00337129,-0.0187694,-0.00507886,3.95666,-0.627166,-4.35232,0.689883,3.84088,1.03931,
0.0164382,1.8409,1.03911,0.0120001,0.00162081,0.00252908,-0.0085504,0.217786,0.216381,0.213441,0.217569,0.219514,0.216463,0.215291,0.102362,0.102357,0.102344,0.102361,0.10237,0.102357,0.102352,-0.0120079,-0.0138718,0.0215215,-0.00341182,-0.0189925,-0.00513858,3.95667,-0.627253,-4.35216,0.689949,3.84072,1.03914,
0.0253507,1.84084,1.03859,0.00886296,-0.00865564,0.00255874,-0.00864656,0.227859,0.225686,0.22108,0.22753,0.230594,0.225785,0.223972,0.103795,0.103772,0.103723,0.103791,0.103824,0.103773,0.103754,-0.00913609,-0.00499171,0.0217688,-0.00345126,-0.0192101,-0.0051953,3.95672,-0.627304,-4.35204,0.689979,3.84049,1.03865,
0.0334685,1.84081,1.03858,0.00683751,-0.0075762,0.00259459,-0.00876663,0.237135,0.234232,0.228127,0.236716,0.24081,0.23436,0.231973,0.105203,0.105156,0.105054,0.105195,0.105263,0.105157,0.105117,-0.0065259,-0.00267265,0.0220702,-0.00349911,-0.0194756,-0.00526751,3.95674,-0.627323,-4.35187,0.689969,3.84026,1.03866,
0.0419489,1.84084,1.03828,0.00644241,-0.0119603,0.00262922,-0.00888256,0.246547,0.242894,0.235228,0.245997,0.251133,0.243049,0.240071,0.106772,0.10669,0.106515,0.106759,0.106876,0.106694,0.106625,-0.00524023,0.00144508,0.0223651,-0.00354583,-0.0197359,-0.00533673,3.95675,-0.62732,-4.3517,0.689937,3.84012,1.0384,
0.0501705,1.84118,1.03836,0.0117134,-0.00860932,0.00266609,-0.00901358,0.255747,0.251363,0.242172,0.255051,0.261238,0.251547,0.247993,0.108388,0.108264,0.107999,0.108368,0.108545,0.108269,0.108165,-0.00877047,0.000279095,0.0226928,-0.00359782,-0.0200268,-0.00541576,3.95675,-0.62733,-4.35151,0.689918,3.84027,1.03851,
0.0584743,1.84142,1.03834,0.0142571,-0.00768365,0.00270449,-0.00914747,0.265312,0.260171,0.249384,0.264464,0.271729,0.260418,0.25622,0.110111,0.109936,0.109564,0.110083,0.110332,0.109943,0.109798,-0.0119755,-0.000957912,0.0230293,-0.00365114,-0.0203248,-0.00549633,3.95675,-0.62733,-4.35132,0.689888,3.84031,1.03852,
0.0669792,1.84124,1.0389,0.00862838,0.00401139,0.00274761,-0.00929302,0.275055,0.26917,0.25675,0.274071,0.28244,0.269413,0.264588,0.111973,0.111737,0.111237,0.111935,0.112271,0.111747,0.111552,-0.00880947,-0.0105025,0.0233873,-0.00370785,-0.0206397,-0.00558517,3.95675,-0.627326,-4.35113,0.689854,3.83995,1.0391,
0.0752301,1.84125,1.03881,0.00759211,0.00179448,0.00279302,-0.0094463,0.284602,0.277964,0.263964,0.283482,0.292928,0.27824,0.272786,0.113875,0.113571,0.112927,0.113825,0.114257,0.113583,0.113333,-0.00682662,-0.0124108,0.0237733,-0.00376898,-0.0209803,-0.00567732,3.95675,-0.627322,-4.35094,0.689818,3.83976,1.03905,
0.0834319,1.84121,1.03886,0.00559986,0.00237823,0.00283957,-0.00960321,0.294413,0.286998,0.271375,0.293174,0.303702,0.287321,0.281224,0.115855,0.115476,0.114673,0.115793,0.116333,0.115491,0.115179,-0.00454357,-0.0136756,0.0241666,-0.00383127,-0.021327,-0.00577194,3.95675,-0.627318,-4.35073,0.689783,3.83952,1.03912,
0.0918919,1.84122,1.03873,0.0049126,-0.000372359,0.00288748,-0.00976527,0.304777,0.296549,0.279205,0.303394,0.315096,0.296897,0.290168,0.117994,0.117528,0.116542,0.117916,0.11858,0.117547,0.117163,-0.00314047,-0.0121499,0.0245754,-0.00389591,-0.0216879,-0.00586936,3.95671,-0.627294,-4.3505,0.689725,3.83933,1.03903,
0.100278,1.84131,1.03864,0.00582741,-0.00208821,0.00293897,-0.00994002,0.315181,0.306119,0.287058,0.313658,0.326508,0.306526,0.299116,0.120213,0.119653,0.118467,0.12012,0.120919,0.119676,0.119215,-0.00329797,-0.0104045,0.0250163,-0.00396545,-0.0220773,-0.00597458,3.95673,-0.627247,-4.35031,0.68964,3.83921,1.03897,
0.108505,1.84151,1.03863,0.00859419,-0.00194709,0.00299168,-0.0101222,0.325647,0.315773,0.294958,0.323937,0.338,0.316198,0.308134,0.122487,0.121825,0.120424,0.122376,0.123319,0.121852,0.121308,-0.00542979,-0.0100187,0.0254733,-0.00403809,-0.0224816,-0.00608412,3.95673,-0.627291,-4.3501,0.689655,3.8392,1.03899,
0.116836,1.84145,1.03873,0.00619796,0.0002409,0.0030469,-0.0103089,0.336207,0.325477,0.302931,0.334369,0.349586,0.325955,0.31721,0.124889,0.124116,0.122479,0.124759,0.125862,0.124148,0.123512,-0.00432012,-0.0117081,0.0259404,-0.0041121,-0.0228935,-0.00619683,3.95671,-0.627292,-4.34987,0.689623,3.83894,1.03913,
0.125221,1.84163,1.03907,0.00871377,0.00657741,0.00310375,-0.0105074,0.347164,0.335533,0.311228,0.345203,0.361625,0.336089,0.326631,0.127404,0.12651,0.124617,0.127253,0.128528,0.126547,0.125812,-0.00579004,-0.0173626,0.0264334,-0.00419019,-0.0233296,-0.00631721,3.9567,-0.627291,-4.34964,0.689587,3.83891,1.0395,
